,year,make,model,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice,income,using_time,region
429266,2012,volkswagen,GTI,hatchback,manual,ut,3.7,28146.0,black,black,16000,16400,80200,3,mountain west
287008,2012,nissan,Rogue,suv,automatic,nj,3.6,18118.0,black,black,15450,15400,82750,3,northeast
54286,2012,infiniti,G Sedan,sedan,automatic,ca,3.8,49535.0,black,black,17700,18000,77030,3,pacific
396337,2012,dodge,Avenger,sedan,automatic,nc,2.9,86494.0,white,gray,7100,6200,61490,3,southeast
142587,2002,chevrolet,Tahoe,suv,automatic,az,2.9,202204.0,burgundy,gray,2575,2250,63250,13,southwest
291183,2008,toyota,Highlander,suv,automatic,nv,3.1,88741.0,gray,gray,11000,12600,62960,7,mountain west
113547,2012,honda,Civic,sedan,automatic,pa,3.8,27878.0,silver,gray,11300,11900,73100,3,northeast
351905,2009,chevrolet,Impala,sedan,automatic,ga,3.8,120621.0,white,gray,4775,4200,61450,6,southeast
187011,2008,hummer,H3,suv,automatic,fl,3.9,59498.0,black,black,15000,14500,59100,7,southeast
11593,2004,jeep,Grand Cherokee,suv,automatic,ca,2.1,105123.0,blue,black,3950,2500,77030,11,pacific
371439,2008,jeep,Liberty,suv,automatic,va,4.2,77190.0,silver,beige,8775,9400,74430,7,southeast
455178,2013,ford,Fusion,sedan,automatic,ma,2.1,61992.0,white,black,11750,6700,82150,2,northeast
377167,2014,toyota,Camry,sedan,automatic,sc,3.8,42326.0,white,beige,14400,14200,56120,1,southeast
306784,2014,bmw,X3,suv,automatic,oh,4.9,3246.0,white,black,42900,46250,64520,1,midwest
244863,2006,dodge,Charger,sedan,automatic,fl,2.5,198239.0,red,gray,2400,1900,59100,9,southeast
184698,2010,ford,Edge,suv,automatic,md,2.7,85450.0,white,gray,9550,6800,89090,5,northeast
132939,2012,ford,Escape,suv,automatic,mn,4.9,22143.0,—,black,19450,20500,83200,3,midwest
19655,2015,subaru,Forester,suv,automatic,ca,5.0,8535.0,white,gray,24000,23800,77030,0,pacific
157575,2011,toyota,Highlander,suv,automatic,tn,3.9,73705.0,black,gray,17600,17400,57290,3,southeast
270506,2007,ford,F-150,cab,automatic,nj,4.2,73361.0,white,gray,7625,10200,82750,8,northeast
62451,2013,chevrolet,Equinox,suv,automatic,ca,3.8,58113.0,silver,black,15150,14700,77030,2,pacific
75387,2012,buick,Verano,sedan,automatic,tx,3.4,60710.0,black,gray,9625,9200,68360,3,southwest
251106,2010,toyota,4Runner,suv,automatic,fl,3.8,121681.0,red,black,20900,19200,59100,5,southeast
44501,2010,bmw,3 Series,sedan,automatic,ca,3.5,47690.0,blue,brown,15600,15500,77030,5,pacific
295219,2010,chevrolet,Malibu,sedan,automatic,nv,1.9,71787.0,silver,gray,7900,6200,62960,5,mountain west
246987,2014,toyota,Corolla,sedan,automatic,fl,3.7,54714.0,gray,gray,11700,11700,59100,1,southeast
175800,2015,nissan,Versa,sedan,automatic,tn,2.4,7855.0,—,black,10450,9600,57290,0,southeast
421263,2014,lincoln,MKZ,sedan,automatic,il,4.6,34149.0,silver,gray,22100,22800,73130,1,midwest
249912,2014,volvo,XC90,suv,automatic,fl,3.1,20483.0,silver,black,29000,28900,59100,1,southeast
45338,2013,infiniti,G Sedan,sedan,automatic,ca,3.0,21193.0,black,black,21400,21250,77030,2,pacific
71877,2013,chevrolet,Express,van,automatic,tx,3.9,24081.0,white,—,20700,18500,68360,2,southwest
307286,2013,nissan,Altima,sedan,automatic,oh,4.6,58280.0,white,—,11850,11500,64520,2,midwest
199076,2014,ford,Focus,hatchback,automatic,fl,4.1,37358.0,—,black,11900,12400,59100,1,southeast
177159,2009,ford,F-150,cab,automatic,md,2.0,122212.0,black,gray,11050,11500,89090,5,northeast
247544,2009,volkswagen,Routan,van,automatic,fl,2.6,55770.0,white,beige,9500,7300,59100,6,southeast
14742,2014,audi,A6,sedan,automatic,ca,4.8,5686.0,white,black,36100,39000,77030,1,pacific
363690,2009,bmw,3 Series,sedan,automatic,ga,4.4,57595.0,black,black,13550,13600,61450,6,southeast
450098,2008,honda,CR-V,suv,automatic,ny,2.8,150413.0,red,gray,8600,8300,70210,7,northeast
452889,2007,bmw,3 Series,sedan,automatic,ma,1.9,107250.0,silver,black,7825,7200,82150,8,northeast
133223,2012,ford,F-150,cab,automatic,mn,2.5,47315.0,silver,gray,23800,22300,83200,3,midwest
427360,2002,gmc,Sonoma,cab,automatic,co,2.1,159811.0,yellow,gray,2000,4200,80610,13,mountain west
48733,2004,infiniti,G35,sedan,automatic,ca,2.8,153160.0,white,black,3950,4400,77030,11,pacific
286106,2012,infiniti,G Sedan,sedan,automatic,nj,4.6,37214.0,white,black,18600,22000,82750,3,northeast
117735,2014,chevrolet,Cruze,sedan,automatic,pa,3.9,6458.0,blue,black,12300,10100,73100,1,northeast
349154,2013,nissan,Sentra,sedan,automatic,ga,3.6,17564.0,gray,black,12650,12000,61450,2,southeast
458296,2013,chevrolet,Equinox,suv,automatic,la,4.2,52379.0,silver,black,17600,17700,55590,2,southeast
91682,2013,nissan,Maxima,sedan,automatic,tx,3.4,59726.0,gray,gray,13800,13800,68360,2,southwest
352333,2005,acura,MDX,suv,automatic,ga,3.7,101649.0,beige,tan,7500,8100,61450,10,southeast
327864,2008,jeep,Wrangler,suv,manual,mi,2.7,36054.0,black,gray,16700,15000,65610,7,midwest
188290,2013,toyota,Sienna,van,automatic,fl,3.3,67392.0,red,gray,16600,15900,59100,2,southeast
184957,2009,infiniti,G37,sedan,automatic,md,2.0,62046.0,white,beige,13600,13900,89090,6,northeast
114644,2008,honda,Accord,sedan,automatic,pa,4.0,59415.0,gray,black,10650,11600,73100,7,northeast
295879,1999,gmc,Suburban,suv,automatic,nv,1.4,147460.0,white,gray,2400,550,62960,16,mountain west
377944,2004,ford,Explorer Sport Trac,cab,automatic,sc,3.3,59975.0,beige,gray,7825,7500,56120,11,southeast
222031,2014,ford,Taurus,sedan,automatic,fl,3.8,23011.0,—,black,20500,20600,59100,1,southeast
367749,2003,lincoln,Aviator,suv,automatic,va,2.1,149853.0,blue,beige,2700,2000,74430,12,southeast
424311,2005,suzuki,XL-7,suv,automatic,co,2.4,109594.0,silver,gray,2675,4000,80610,10,mountain west
443072,2014,ford,Edge,suv,automatic,mo,4.3,33182.0,white,black,22000,22800,71660,1,midwest
228684,2008,bmw,5 Series,sedan,automatic,fl,2.5,150208.0,white,brown,6725,6900,59100,7,southeast
33392,2007,jeep,Wrangler,suv,automatic,ca,4.0,81705.0,blue,gray,13550,14250,77030,8,pacific
447068,2012,ford,Explorer,suv,automatic,ny,4.0,35694.0,gray,black,24700,23800,70210,3,northeast
153276,2012,lexus,ES 350,sedan,automatic,wi,3.9,48239.0,gold,tan,20100,19400,67090,3,midwest
118900,2008,dodge,Ram Pickup 1500,cab,automatic,pa,4.3,47356.0,gold,beige,17950,16500,73100,7,northeast
220801,2013,honda,CR-V,suv,automatic,fl,4.5,47460.0,gray,gray,19450,21000,59100,2,southeast
237318,2007,lexus,IS 250,sedan,automatic,fl,2.2,101078.0,black,—,11150,9000,59100,8,southeast
288843,2013,dodge,Avenger,sedan,automatic,nv,2.3,20998.0,white,black,11450,10000,62960,2,mountain west
243072,2013,hyundai,Elantra,sedan,automatic,fl,1.9,36055.0,gray,gray,10500,4700,59100,2,southeast
43451,2013,ford,Fusion,sedan,automatic,ca,2.3,24374.0,gray,black,18750,17800,77030,2,pacific
329759,2008,cadillac,STS,sedan,automatic,mi,1.9,82262.0,silver,gray,9825,5350,65610,7,midwest
385782,2006,toyota,Land Cruiser,suv,automatic,nc,2.9,111982.0,silver,gray,18350,16400,61490,9,southeast
53760,2013,infiniti,FX,suv,automatic,ca,2.9,64996.0,blue,—,21000,20400,77030,2,pacific
18127,2007,toyota,Yaris,sedan,automatic,ca,1.9,128000.0,blue,gray,4025,4000,77030,8,pacific
446667,2012,chevrolet,Volt,hatchback,automatic,ny,3.6,108433.0,black,black,7175,7700,70210,3,northeast
433541,2013,buick,LaCrosse,sedan,automatic,mo,3.4,64288.0,black,black,13850,13500,71660,2,midwest
30505,2001,toyota,Tundra,cab,automatic,ca,2.0,109557.0,silver,silver,5175,4300,77030,14,pacific
40547,2014,dodge,Grand Caravan,van,automatic,ca,4.8,38789.0,white,black,16150,16500,77030,1,pacific
385764,2007,chevrolet,Impala,sedan,automatic,nc,2.1,172999.0,blue,tan,2575,2900,61490,8,southeast
17111,2013,kia,Sportage,suv,automatic,ca,4.4,64333.0,gray,gray,14050,13800,77030,2,pacific
102152,2012,volkswagen,Tiguan,suv,automatic,tx,3.1,45227.0,black,tan,17100,16800,68360,3,southwest
345544,2012,chevrolet,Malibu,sedan,automatic,ga,3.6,69370.0,silver,gray,9150,8500,61450,3,southeast
418319,2013,volkswagen,Passat,sedan,automatic,il,4.4,20611.0,gray,black,21500,21000,73130,2,midwest
391329,2011,chevrolet,Impala,sedan,automatic,nc,2.6,95279.0,white,gray,6675,6300,61490,4,southeast
305036,2013,mercedes-benz,E-Class,sedan,automatic,oh,2.4,19231.0,black,gray,29700,29000,64520,2,midwest
115426,2012,dodge,Grand Caravan,van,automatic,pa,3.6,68032.0,silver,black,10300,9400,73100,3,northeast
374253,2004,chevrolet,Malibu,sedan,automatic,va,1.0,181832.0,beige,tan,750,800,74430,11,southeast
45978,2006,jeep,Commander,suv,automatic,ca,3.3,105029.0,gray,brown,9250,9900,77030,9,pacific
311925,2013,mazda,Mazda3,sedan,automatic,oh,4.4,39547.0,white,black,10850,10600,64520,2,midwest
468868,2014,chevrolet,Sonic,sedan,automatic,ms,3.5,28785.0,red,black,8400,9100,48460,1,southeast
318340,2012,toyota,Camry,sedan,automatic,oh,3.7,47990.0,—,black,13000,12700,64520,3,midwest
94107,2007,ford,Fusion,sedan,automatic,tx,3.8,77809.0,beige,tan,5100,3100,68360,8,southwest
182218,2006,mercedes-benz,R-Class,wagon,automatic,md,2.8,63858.0,burgundy,tan,9075,10500,89090,9,northeast
430319,2014,infiniti,QX70,suv,automatic,ut,4.6,26726.0,silver,black,32700,31500,80200,1,mountain west
170402,2011,mazda,Mazda3,sedan,automatic,tn,3.6,27714.0,white,gray,10950,11400,57290,4,southeast
421047,2007,toyota,Camry,sedan,automatic,il,2.3,65987.0,silver,gray,7450,8400,73130,8,midwest
211816,2014,ford,Mustang,convertible,automatic,fl,4.9,11329.0,—,gray,19500,21000,59100,1,southeast
352533,2012,ford,Expedition,suv,automatic,ga,4.4,57826.0,white,brown,21500,22400,61450,3,southeast
388871,2011,honda,Pilot,suv,automatic,nc,3.2,65585.0,gray,gray,21100,21800,61490,4,southeast
65633,2007,gmc,Yukon,suv,automatic,ca,4.0,106760.0,black,black,16350,20000,77030,8,pacific
49596,2006,bmw,3 Series,sedan,automatic,ca,3.8,107849.0,silver,black,6750,8400,77030,9,pacific
16014,2012,cadillac,Escalade ESV,suv,automatic,ca,3.7,31539.0,black,black,42000,42500,77030,3,pacific
364210,2013,chevrolet,Volt,hatchback,automatic,ga,2.5,75313.0,white,gray,9675,8000,61450,2,southeast
330829,2013,hyundai,Elantra,sedan,automatic,mi,2.9,48071.0,blue,gray,9700,9900,65610,2,midwest
213008,2012,nissan,Altima,sedan,automatic,fl,3.8,42086.0,gray,black,11450,11800,59100,3,southeast
375349,2012,ford,Escape,suv,automatic,sc,2.4,60823.0,gray,black,14050,12400,56120,3,southeast
20877,2013,ford,Focus,hatchback,automatic,ca,2.5,40429.0,gray,black,11050,10300,77030,2,pacific
399511,2009,pontiac,G6,sedan,automatic,in,4.2,54915.0,gray,black,7550,8400,62930,6,midwest
414185,2012,nissan,Maxima,sedan,automatic,il,1.9,41786.0,silver,black,16850,15000,73130,3,midwest
353158,2014,dodge,Challenger,coupe,automatic,ga,3.2,24812.0,black,black,18900,19400,61450,1,southeast
28534,2001,jeep,Grand Cherokee,suv,automatic,ca,3.7,145310.0,black,gray,2125,2100,77030,14,pacific
52104,2013,nissan,Leaf,hatchback,automatic,ca,4.4,22406.0,black,black,11000,11300,77030,2,pacific
39167,2013,dodge,Durango,suv,automatic,ca,4.5,45550.0,white,black,22200,22250,77030,2,pacific
271893,2002,toyota,Camry,sedan,automatic,nj,1.9,178489.0,red,gray,2850,1700,82750,13,northeast
18890,2013,nissan,Altima,sedan,automatic,ca,3.5,24704.0,charcoal,tan,13600,13700,77030,2,pacific
119559,2012,nissan,Leaf,hatchback,automatic,pa,4.3,12997.0,white,beige,10950,10600,73100,3,northeast
464293,2011,ford,E-Series Van,van,automatic,wa,2.9,146558.0,white,gray,9625,8900,81400,4,pacific
409698,2007,chrysler,Sebring,sedan,automatic,il,1.4,110652.0,silver,gray,3900,1750,73130,8,midwest
411504,2012,ford,Focus,hatchback,automatic,il,2.8,34091.0,red,black,9950,9900,73130,3,midwest
15808,2014,kia,Forte,sedan,automatic,ca,4.4,11787.0,brown,black,12450,12700,77030,1,pacific
60568,2012,infiniti,G Sedan,sedan,automatic,ca,3.6,45590.0,white,black,15700,14750,77030,3,pacific
281951,2006,gmc,Envoy,suv,automatic,nj,1.9,115178.0,silver,black,5250,2800,82750,9,northeast
10215,2008,toyota,Prius,hatchback,automatic,ca,2.8,203709.0,blue,tan,3725,4700,77030,6,pacific
340164,2008,hyundai,Elantra,sedan,automatic,ga,3.3,72634.0,black,gray,4825,4600,61450,7,southeast
451309,2006,ford,F-250 Super Duty,cab,automatic,ma,2.1,202183.0,red,tan,10400,8000,82150,9,northeast
255326,2012,toyota,Prius,hatchback,automatic,fl,4.6,54369.0,blue,gray,11900,12200,59100,3,southeast
263217,2013,chevrolet,Impala,sedan,automatic,ne,4.3,45833.0,red,black,12250,12900,73200,2,midwest
392752,2005,saab,9-7X,suv,automatic,nc,3.0,127141.0,silver,black,3900,4000,61490,10,southeast
24470,2011,kia,Sorento,suv,automatic,ca,3.6,54228.0,beige,black,12300,14000,77030,4,pacific
11137,2011,ford,Fusion,sedan,automatic,ca,3.5,95922.0,—,beige,8025,7500,77030,4,pacific
276687,2004,nissan,Murano,suv,automatic,nj,2.9,122671.0,silver,beige,5175,4200,82750,11,northeast
138167,2014,ford,F-150,cab,automatic,mn,3.9,15767.0,gray,gray,29200,29400,83200,1,midwest
8020,2012,acura,TSX,sedan,automatic,ca,1.9,43185.0,white,black,16650,16200,77030,2,pacific
169107,2014,chevrolet,Sonic,hatchback,automatic,tn,2.5,18688.0,blue,gray,8650,8500,57290,1,southeast
107405,2006,mercedes-benz,C-Class,sedan,automatic,tx,2.6,126986.0,black,black,3850,4700,68360,9,southwest
298261,2008,land rover,LR3,suv,automatic,nv,4.3,114900.0,gray,tan,12900,12800,62960,7,mountain west
181749,2006,ford,Taurus,sedan,automatic,md,1.9,98690.0,white,gray,2625,2300,89090,9,northeast
92376,2013,chrysler,200,sedan,automatic,tx,4.4,37650.0,black,beige,11050,12400,68360,2,southwest
57343,2006,bmw,7 Series,sedan,automatic,ca,3.7,85671.0,black,black,10450,10700,77030,9,pacific
344816,2012,bmw,6 Series,coupe,automatic,ga,4.5,18096.0,white,brown,46100,45600,61450,3,southeast
419788,2012,lincoln,MKX,suv,automatic,il,3.5,44451.0,black,black,23200,23500,73130,3,midwest
260031,2011,toyota,Highlander,suv,automatic,fl,3.5,72226.0,burgundy,tan,20300,17600,59100,4,southeast
256544,2011,hyundai,Sonata,sedan,automatic,fl,4.5,109168.0,silver,gray,8700,9100,59100,4,southeast
351044,2014,ford,Focus,sedan,automatic,ga,4.6,25805.0,black,black,12050,10900,61450,1,southeast
4284,2014,hyundai,Genesis Coupe,coupe,automatic,ca,5.0,3792.0,white,brown,24800,24750,77030,0,pacific
200040,2014,dodge,Journey,suv,automatic,fl,3.9,6384.0,silver,black,15450,14300,59100,1,southeast
230862,2012,toyota,Camry,sedan,automatic,fl,2.5,41937.0,blue,gray,12950,11900,59100,3,southeast
414688,2014,chevrolet,Impala,sedan,automatic,il,4.0,21232.0,black,gray,19650,20400,73130,1,midwest
458985,1998,ford,Escort,sedan,automatic,la,3.3,74972.0,beige,—,1000,1000,55590,17,southeast
409861,2014,ford,Escape,suv,automatic,il,3.9,28251.0,white,tan,19600,19000,73130,1,midwest
435993,2013,ford,Explorer,suv,automatic,mo,3.9,45612.0,green,gray,23900,22500,71660,2,midwest
56533,2014,ford,F-150,cab,automatic,ca,4.2,11811.0,white,—,16900,17000,77030,1,pacific
291853,2005,jeep,Wrangler,suv,automatic,nv,3.6,40071.0,blue,gray,12750,14700,62960,10,mountain west
461581,2011,bmw,3 Series,sedan,automatic,wa,4.7,18665.0,black,tan,21700,21250,81400,4,pacific
219889,2012,toyota,Camry,sedan,automatic,fl,2.8,38548.0,red,black,14350,13300,59100,3,southeast
259336,2013,dodge,Charger,sedan,automatic,fl,2.9,49218.0,black,black,13850,14300,59100,2,southeast
402056,2012,cadillac,Escalade,suv,automatic,il,4.0,39750.0,silver,black,39000,38500,73130,2,midwest
458477,2013,chevrolet,Cruze,sedan,automatic,la,1.9,56280.0,white,black,10150,10000,55590,2,southeast
325727,2001,ford,Mustang,convertible,automatic,mi,1.9,98981.0,black,black,3525,2800,65610,14,midwest
288509,2007,ford,Econoline Cargo,van,automatic,nv,2.4,182052.0,white,gray,3325,2600,62960,7,mountain west
66472,2010,honda,CR-V,suv,automatic,tx,2.7,40173.0,silver,gray,15550,8700,68360,4,southwest
436915,2013,ford,F-250 Super Duty,cab,automatic,mo,4.9,21036.0,red,tan,44700,45300,71660,2,midwest
363362,2012,dodge,Avenger,sedan,automatic,ga,3.3,59215.0,silver,black,8300,8800,61450,3,southeast
197703,2014,kia,Rio,sedan,automatic,fl,3.5,8596.0,black,gray,11650,11300,59100,1,southeast
213398,2014,chevrolet,Impala Limited,sedan,automatic,fl,4.0,21151.0,silver,gray,13200,13400,59100,1,southeast
314371,2014,chevrolet,SS,sedan,automatic,oh,4.9,1227.0,black,black,36500,37000,64520,1,midwest
372494,2007,hyundai,Tucson,suv,automatic,va,2.6,97305.0,—,tan,4725,5000,74430,8,southeast
444717,2013,ford,Fusion,sedan,automatic,mo,4.1,10819.0,red,black,14950,15900,71660,2,midwest
150714,2001,saturn,S-Series,coupe,automatic,wi,2.0,117142.0,red,gray,850,825,67090,14,midwest
422104,2013,ford,Edge,suv,automatic,il,4.7,50004.0,gray,black,18300,18500,73130,2,midwest
28817,2002,acura,TL,sedan,automatic,ca,2.2,161870.0,green,beige,2300,3300,77030,13,pacific
357372,2014,lexus,IS 250,sedan,automatic,ga,4.0,9263.0,gray,black,29800,28000,61450,1,southeast
102371,2013,ford,Fusion,sedan,automatic,tx,3.7,63114.0,silver,black,11200,11300,68360,2,southwest
112409,2012,honda,Civic,sedan,automatic,pa,1.9,2085.0,gray,beige,12350,10000,73100,3,northeast
79367,2013,ford,Focus,sedan,automatic,tx,3.4,40783.0,red,black,10450,10100,68360,2,southwest
316515,2011,nissan,Maxima,sedan,automatic,oh,2.5,51341.0,white,black,16150,13900,64520,4,midwest
165649,2009,chevrolet,Express Cargo,van,automatic,tn,1.9,160899.0,white,gray,7125,6400,57290,6,southeast
186502,2011,ford,Fusion,sedan,automatic,fl,3.7,66347.0,silver,beige,10050,9900,59100,3,southeast
110601,2012,ford,Transit Connect,van,automatic,pa,3.2,99301.0,white,gray,10000,9000,73100,3,northeast
412010,2014,chevrolet,Impala,sedan,automatic,il,4.0,23308.0,white,black,18150,18200,73130,1,midwest
65707,2012,volkswagen,Passat,sedan,automatic,ca,4.0,32063.0,silver,black,12000,13500,77030,3,pacific
437024,2014,chevrolet,Cruze,sedan,automatic,mo,4.8,40198.0,black,black,12850,12700,71660,1,midwest
259119,2014,ford,Fusion,sedan,automatic,fl,4.9,16870.0,black,black,18650,19700,59100,1,southeast
295654,2012,chrysler,300,sedan,automatic,nv,3.2,63503.0,black,red,17350,18800,62960,3,mountain west
270828,2012,nissan,Rogue,suv,automatic,nj,4.8,14464.0,white,gray,15600,16100,82750,3,northeast
71623,2005,bmw,5 Series,sedan,automatic,tx,2.8,120729.0,blue,black,6275,5000,68360,10,southwest
440190,2012,chevrolet,Suburban,suv,automatic,mo,4.2,30817.0,—,black,40300,40100,71660,3,midwest
441690,2007,hummer,H3,suv,automatic,mo,3.6,77746.0,silver,black,13200,14800,71660,8,midwest
238024,2014,chevrolet,Cruze,sedan,automatic,fl,3.0,19960.0,silver,black,13500,13200,59100,1,southeast
452347,2004,honda,Civic,sedan,manual,ma,1.9,166641.0,silver,gray,2725,1400,82150,11,northeast
99098,2011,chevrolet,Tahoe,suv,automatic,tx,4.1,39338.0,black,beige,27400,28100,68360,4,southwest
313744,2008,pontiac,G6,sedan,automatic,oh,4.2,86442.0,red,black,6175,7900,64520,7,midwest
383678,2012,nissan,Sentra,sedan,automatic,nc,3.9,98908.0,silver,gray,6575,7300,61490,3,southeast
164569,2013,hyundai,Sonata Hybrid,sedan,automatic,tn,3.6,34030.0,silver,gray,13850,13400,57290,2,southeast
2377,2011,toyota,Corolla,sedan,automatic,ca,2.5,81105.0,gray,gray,8075,7500,77030,3,pacific
192573,2012,mercedes-benz,C-Class,coupe,automatic,fl,3.6,24277.0,gray,red,26200,26400,59100,2,southeast
271523,2013,toyota,RAV4,suv,automatic,nj,2.8,31639.0,gray,gray,18850,15800,82750,2,northeast
69624,2010,ford,F-150,cab,automatic,tx,1.9,64973.0,black,gray,16300,13600,68360,5,southwest
22050,2007,toyota,Camry,sedan,automatic,ca,2.7,76600.0,red,gray,7725,7200,77030,8,pacific
133716,2014,chrysler,Town and Country,van,automatic,mn,3.0,16833.0,gray,black,19900,20000,83200,1,midwest
395490,2009,chevrolet,Cobalt,coupe,manual,nc,2.9,81433.0,silver,gray,4900,4400,61490,6,southeast
111964,2008,land rover,LR2,suv,automatic,pa,3.4,71614.0,black,black,11750,10600,73100,7,northeast
15182,2012,honda,Civic,sedan,automatic,ca,3.7,81422.0,black,gray,10350,10800,77030,3,pacific
147190,2012,scion,xB,wagon,automatic,az,2.8,72496.0,white,black,9525,10900,63250,3,southwest
230311,2011,hyundai,Sonata,sedan,automatic,fl,4.3,93326.0,blue,beige,8100,8700,59100,4,southeast
326913,2012,ford,Fusion,sedan,manual,mi,4.3,58991.0,white,tan,10000,10000,65610,3,midwest
173296,2014,ford,Escape,suv,automatic,tn,3.9,39845.0,—,black,20600,19600,57290,1,southeast
